f_id,f_ori_name,sci_name,edible_portion,alcohol (etanol),"energía, total","grasa, total (lipidos totales)","proteina, total",agua (humedad),carbohidratos,"fibra, dietetica total",ácido graso 22:6 n-3 (ácido docosahexaenóico),ácido graso 20:5 (ácido eicosapentaenóico),ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,"ácidos grasos, trans totales",colesterol,Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc)
948,"Queso para untar, natural, bajo en calorías",,1.000000,0,590.3,13,14.2,74.1,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.3,7.6,NA,37.6,62.2,0.18,0.24,4,0.3,0.15,0.01,0.4,0.02,0.5,110,0.2,190,25,480,150,20.1,1.1,0.2
950,"Yogur líquido, aromatizado sabor s/e",,1.000000,0,317.799,1.376,2.9,81.5,12.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,TR,0.9,NA,TR,TR,TR,TR,5,0.09,0.16,0.03,0.2,0.05,0,107,0.1,135,11,45,81,4,1,0.3
952,"Yogur líquido, entero, con cereales",,1.000000,0,476.9,2,2.9,74.3,20.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,TR,0.9,NA,TR,16.5,0.1,TR,5,0.42,0.14,0.03,0.3,0.07,0,110,0.12,142,13,41,88,4,1,0.33
953,"Yogur, búlgaro",,1.000000,0,309.4,3.4,5,85.8,5.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,TR,2.2,NA,11,33.9,1,TR,6,0.8,0.18,0.03,0.4,0.05,1,110,TR,160,11,44,90,17,2.9,0.4
955,"Yogur, desnatado, con cereales",,1.000000,0,214.5,0.1,4.2,87.5,8.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,1.6,134,TR,TR,26,1,0.19,0.04,0.4,0.37,1.3,145,TR,222,13.7,64.6,101.5,20.6,2.9,0.5
956,"Níspero, con piel, crudo",,1.000000,0,219.9,0.2,0.4,85.6,12.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.09,TR,NA,0,218,0,0.89,14,0.1,0.06,0.2,0,0.1,2,16,0.28,266,13,1,27,1,0.6,0.05
961,"Cerdo, solomillo, asado",,1.000000,0,663.535,4.70094,28.8,65.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,0.58,1.7,NA,73,TR,TR,0.1,6,4.7,0.4,0.9,0.6,0.4,TR,9,1.5,540,25,65,290,1.1,6.9,2.4
962,"Ciervo, parte s/e, crudo, con grasa separable",,1.000000,0,436.6,1.6,22.2,76.2,0,0,0.041,0.113,NA,0.255,1.713,1.188,1.657,1.287,0.01,0.379,0.4,0.4,0.8,NA,50,0,TR,0.2,4,6.37,0.48,0.22,6.31,0.37,0,5,3.3,340,25,55,210,6,9.7,2.4
964,"Conejo, entero, estofado",,0.980000,0,814.058,8.67725,29,62.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2,3.4,NA,90,7.00167,0.2,0.01,4,8.1,0.24,0.07,9.8,0.47,0,17,2.1,255,21,37,213,3,16,0.9
965,"Jamón cocido, categoría s/e",,1.000000,0,474.8,3,21,75.6,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.36,1.1,NA,50,TR,0.7,0.08,0.2,11.4,0.18,0.46,0.7,0.2,19,9.6,2.1,270,17.5,970,239,10.9,11,2.8
966,"Corazón de cordero, crudo",,0.780000,0,494.97,5.7,16.5,77.6,0.21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.6,2.3,NA,135,0,0.2,0.37,2,6.14,0.86,0.31,8,0.39,5,6,4.6,316,17,89,175,7,32,1.87
967,"Hígado, de cerdo, crudo",,0.830000,0,500.7,3.7,21.4,72.4,0,0,0.067,0.014,0.003,0.035,0.942,0.975,0.821,0.507,0.019,0.289,0.52,0.81,1.2,0.2515,301,6495,2.2,0.17,212,15,3,0.4,25,0.69,26,8,13,330,21,87,350,10,52.7,6.9
968,Paté de pimienta,,1.000000,0,1208.4,28,11.9,48.8,11.3,0,NA,NA,0.035,0.398,6.732,3.44,10.293,3.487,0.224,0.112,12.84,3.02,10.48,0.3658,96,5835.7,0.9,1.6,103,4,0.8,0.06,6.3,0.13,1,38,3.5,93,11,660,145,36.2,25.7,2.9
969,"Pato, entero, asado",,1.000000,0,789.127,9.84127,25,64.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,1.2,2.7,NA,120,23.0017,1,0.02,10,5.1,0.47,0.26,1.2,0.25,0,13,2.7,260,20,85,200,1.2,24,0.31
970,"Corazón de pollo, crudo",,1.000000,0,621.37,9.3,15.6,74.4,0.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.7,2.7,NA,136,9,0.2,1.2,72,4.88,1.24,0.43,4.24,0.36,6,22,1.7,262,15,111,164,7,4.3,3.1
971,"Chufa, cruda",,1.000000,0,1705.77,23.74,6.13,7.095,42.5402,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4693,2.20929,4.01689,NA,0,0,0,10,141,1.8,0.1,0.23,0,0.33,6,69.54,3.41,519.2,86.88,37.63,232.225,0,0,4.19
972,"Corazón, de cerdo, crudo",,0.950000,0,479,4.4,17.3,78.7,1.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.1,1.2,NA,131,10,0.2,0.63,2,6.6,1.06,0.46,2.7,0.29,5.3,5,4.3,257,20,80,176,0,10.4,2.2
973,"Corazón, de vaca/buey, cocido",,1.000000,0,683.92,5.6654,27.9,65,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.77,2.3,NA,200,0,1.4,0.7,2,3.1,1.4,0.2,14,0.15,2,6,7.3,232,25,100,230,7,38.9,3.5
974,"Cordero, pierna, con grasa, asada",,1.000000,0,927.782,13.5887,25,60,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0.85,6.4,NA,84,TR,TR,0.1,3,6,0.26,0.12,2,0.15,0,9,2.2,286,22,60,180,3,4,4.6
975,"Gallina, entera, cruda",,0.760000,0,963.8,18.1,17.3,64.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,3.5,5.1,NA,72,24,1.5,0.3,8,6.4,0.19,0.09,0.31,0.32,2,10,1,196,18.7,61,169,5,12,1.1
976,"Pato, entero, crudo",,0.890000,0,575.4,6.5,19.7,73.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1,2,NA,110,24,1,0.02,25,5.3,0.3,0.1,3,0.34,3,10,2,280,15,80,200,1.2,13.9,2.8
977,"Pichón, sin piel, asado",,1.000000,0,740,3,37,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.64,0.78,NA,75,7.00167,0.2,TR,8,7,0.15,0.3,0.8,0.8,0,15,20,400,35,100,400,2,16,0.7
978,"Oca, sin piel, asada",,1.000000,0,1148.56,17.672,29.1,52,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,2.5,7.3,NA,75,7,0.01,0.02,12,4.1,0.4,0.09,1.2,0.45,0,12,3.7,400,28,120,290,1.2,24,2.6
979,Crema de cacahuete,,1.000000,0,2508.73,50.9414,25.5,1.2,11.2,7,0,0,0,0.02,4.741,2.181,24.812,12.215,0.027,0.018,25.8,12.8,10.1,NA,0,0,0,5,67,15,0.1,0.15,0,0.5,0,40,2,750,180,313,366,0.5,4.1,3
980,"Pollo, entero, con piel, asado",,1.000000,0,739.2,5,32.6,62.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,0.8,1.42,NA,91.3,7,0.2,0.2,8,7.7,0.17,0.07,0.3,0.44,0,12,1.3,300,24,80,200,6,24,0.9
981,"Vaca/buey, solomillo, crudo",,0.790000,0,566,4.5,23.5,72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.2,2,NA,51,TR,0.5,0.45,4,6.3,0.8,0.45,2,0.26,0,5,5,290,22,88,210,1,8,1.8
982,"Salchicha, tipo viena",,1.000000,0,1141.5,25.2,10.3,62.5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,1.7,9.3,NA,52,0,0.2,0.22,4,1.61,0.11,0.34,1.02,0.12,0,10,0.88,101,7,953,49,5.5,16.9,1.6
983,"Lengua, de buey, cruda",,0.700000,0,911.9,16.1,14.9,65.3,3.7,0,NA,NA,0.018,0.534,3.327,1.801,4.064,0.404,0.042,0.054,7.2,0.9,7,0.544,87,0,1.7,0.67,7,14.7,0.38,0.3,3.79,0.71,3.1,7,2.8,315,17.1,69,133,14,9.4,3.2
984,"Ternera, solomillo, asado",,1.000000,0,654.406,4.63799,28.4,65.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.62,1.8,NA,98,TR,TR,0.15,10,8.6,0.29,0.07,1.2,0.35,0,17,1.3,375,25,93,236,4.9,8.7,2.1
985,"Lengua, de ternera, cruda",,1.000000,0,565.3,7.1,17.8,74.2,0,0,NA,NA,0.018,0.534,3.327,1.801,4.064,0.404,0.042,0.054,3.3,0.4,3,0.544,62,TR,0,0.3,5,3.1,0.33,0.15,5,0.15,3.1,8,2.6,234,14,80,170,14,14.7,2.3
986,"Liebre, entera, cruda",,0.800000,0,804.3,8,29.9,62.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.58,0.9,NA,65,0,TR,0.27,5,10.5,0.06,0.09,1,0.3,0,9.05,2.4,360,24,50,220,2,17,2.2
988,"Salchicha, tipo país, a la plancha",,1.000000,0,1606.81,34.5,18.57,42.86,0.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.68,2.42,8.57,NA,85.71,0,0,0.29,2.14,3.2,0.18,0.29,1.14,0.23,1.14,21.43,1.71,214.29,11.43,857.14,178.57,5.5,9.2,3.93
989,"Ternera, parte s/e, asada",,1.000000,0,924.691,11.4376,29.5,56.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.4,4.4,NA,107,TR,TR,0.15,10,7.2,0.3,0.09,1.3,0.33,0,12,1.2,378,23,84,245,3,15.1,2.1
990,"Pavo, pechuga, sin piel, a la plancha",,1.000000,0,606.183,2.6455,29.9,66.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.9,1,NA,69,0.00167,0,0.2,8,6.8,0.13,0.06,0.37,0.54,0,11,1.4,267,21,156,170,2,22.4,2.1
991,"Ternera, lomo, crudo, con grasa separable",,1.000000,0,465.5,3.3,20.2,76.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.34,1,NA,80,TR,TR,0.2,9.5,7.6,0.17,0.04,1,0.28,0,9.2,1.8,350,12.9,60,200,5.6,8.8,3.5
992,"Pollo, muslo, con piel, asado",,1.000000,0,946.6,13.5,26.3,59.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,3,3.7,NA,91,39,0.4,0.27,7,6.2,0.21,0.07,0.3,0.33,0,11,1.3,190,19,89,140,6.9,7.3,1.1
993,"Pollo, muslo, con piel, crudo",,1.000000,0,457.3,3.4,19.5,77.1,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.49,1.4,NA,68.3,TR,TR,0.1,11.4,7.8,0.2,0.1,TR,0.42,1.7,12.4,1.5,204,21,82,151,6.9,13.5,0.8
994,"Pollo, pechuga, con piel, crudo",,1.000000,0,437.1,1.2,23.1,75.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.28,0.33,NA,58,0.34,TR,0.27,4.8,8.7,0.12,0.1,0.35,0.35,TR,22.8,1.5,255,22.4,65,196,1.8,TR,1.4
995,"Vaca/buey, parte s/e, asado",,1.000000,0,961.062,11.7314,31,55.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0.48,5,NA,70,TR,TR,0.3,8,3,0.3,0.05,2,0.3,0,15,4,270,24,60,200,6,3,4.6
996,"Vaca/buey, solomillo, a la plancha",,1.000000,0,693.954,5.8447,28.1,64,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.27,2.6,NA,60,TR,TR,0.3,15,4.5,0.3,0.09,2,0.4,0,6,3,400,25,60,240,6,3,4.3
997,"Vaca/buey, parte s/e, estofado",,1.000000,0,818.268,8.33158,30,60.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.34,3.6,NA,70,TR,TR,0.45,10,4,0.26,0.06,2,0.3,0,11,3.7,320,23,68,240,6,3,1
999,"Grosella, cruda",,1.000000,0,111.1,0.2,1.1,82.8,5,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.09,TR,NA,0,3.5,0,0.1,40,0.3,0.06,0.04,0,0.05,40,36,1.2,280,13,3,30,1,0.6,0
1000,Leche de cabra,,1.000000,0,269.637,3.7037,3.4,87.5,4.4,0,0.0014,0.0019,0.206,0.518,1.378,0.6,1.14,0.131,0.022,0.012,0.9,0.1,2.5,NA,11,40,0.06,0.03,1,1.1,0.15,0.04,0.1,0.04,2,120,0.1,185,14,45,103,0,2,0.5
1001,"Lima, cruda",,0.740000,0,34.6,0.2,0.6,89.1,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.1,TR,NA,0,1.83333,0,0.8,10,0.2,0.02,0.03,0,0.04,42,24,0.6,144,8,3,22,1.5,0.4,0.1
1002,Leche de oveja,,1.000000,0,415.121,6.34921,5.6,82.1,5,0,NA,NA,0.259,0.673,1.523,0.59,1.02,0.13,0.068,NA,1.6,0.3,4.1,NA,11,45.8333,0.18,0.11,5,1.7,0.23,0.05,0.5,0.08,4,183,0.1,146,16,40,141,5,1.7,0.5
1003,"Litchi, crudo",,0.620000,0,279.78,0.44,0.9,82.7,14.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA,0,0,0,0.1,70,0.3,0.06,0.03,0,0.05,60,5,0.4,156,8,1,27,1,0.6,0.3
1005,Queso Cheddar,,1.000000,0,1686.82,33.5979,26,36,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.95,21.3,NA,110,344.167,0.26,0.8,20,6.1,0.5,0.04,1.5,0.08,0,740,0.4,100,28,700,470,39,12,2.3
1006,"Membrillo, crudo",,0.610000,0,120.525,0.225,0.3,84.2,6.3,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.1,TR,NA,0,4,0,0.89,3,0.2,0.02,0.02,0,0.04,15,14,0.3,200,6,3,19,NA,0.6,0.5
1007,"Petit Suisse, natural azucarado",,1.000000,0,507.651,3.75,7.33333,72.4333,14.3667,0,NA,0.002,0.16,0.532,1.545,0.636,0.948,0.099,0.022,0.005,1.14,0.12,2.54,0.2433,11.3,31,0.1,0.1,3.35,0.2,0.23,0.04,0.295,0.045,0,120,0.1,157,12.9,55.5,108.5,8,0.4,0.4
1008,"Papaya, cruda",,0.720000,0,139.18,TR,0.5,89.4,7.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,52,0,0.01,45,0.3,0.03,0.03,0,0.02,64,20,0.4,214,13,3,11,1,0.6,0.12
1009,"Arroz integral, hervido",,1.000000,0,466.8,0.9,2.6,71.8,22.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.32,0.2,NA,0,0,0,0.2,10,1.3,0.02,0.1,0,0.15,0,10,0.48,43,43,5,83,1.1,9.8,0.63
1010,"Avena, cruda",,1.000000,0,1669.7,6.9,16.9,0,66.3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.5,1.2,NA,0,0,0,0.7,56,0.96,0.14,0.76,0,0.12,0,54,4.72,429,177,2,523,6,5,3.97
1011,Queso Gruyer,,1.000000,0,1562.36,31.3,23.42,35.5,0.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,1.1,18.8,NA,120,240.167,0.26,0.8,5,6,0.19,0.04,1.6,0.07,0,880,0.8,120,51,429.14,710,2,14.5,2.3
1012,Almidón de maíz,,1.000000,0,1558.37,0,0.26,7.5,91.3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0,0,0,0,0.3,0,0,0,0,0,2,0.47,3,3,9,13,0.5,2.8,0.06
1013,"Pera, enlatada en almíbar",,1.000000,0,257.3,0.2,0.2,83.3,14.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.023,0.007,NA,0,1.7,0,0.2,2,0.2,0.02,0.01,0,0.02,1,6,0.3,66,4,5,7,TR,0.4,0.1
1014,"Cebada, cruda",,1.000000,0,1345.9,2.1,10.6,8.5,64,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.7,0.3,NA,0,0,0,0.9,50,7.8,0.1,0.31,0,0.56,0,50,6,560,91,4,380,7,1,3.3
1015,"Agua, con gas, embotellada",,1.000000,0,0,TR,0,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0,0,0,0,0,0,0,0,0,0,2.77,0,4.8,0.83,111,0,1,TR,0
1017,"Uva negra, cruda",,0.900000,0,299.6,0.7,0.6,80.7,15.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,0.048,0.054,NA,0,7,0,0.7,27,0.3,0.02,0.04,0,0.1,4,4,0.3,320,4,2,16,2,0.1,0.1
1018,Cereales desayuno base de arroz chocolateado,,1.000000,0,1614.9,1.1,6,6.3,86.6,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.1,1,NA,0,0,0,0,167,15,1.3,1.2,0.8,1.7,0,453,7.9,200.7,39.6,400,89.3,4.8,9.2,1
1019,"Café, en grano o molido, descafeinado",,1.000000,0,1263.4,15.4,10.4,43.8,30.4,58.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,5.1,5.2,NA,0,0,0,0,0,9.3,0.19,0,0,0,0,120,3.8,1869,222,69,148,0,0,0
1020,"Garbanzo, seco, crudo",,1.000000,0,1398.47,6.3,19.305,7.275,49.2463,14.9667,0,0,0,0.009,0.508,0.086,1.365,2.629,0.102,0,1.8,2.8125,0.4275,NA,0,21.5,0,3.1,185,1.7,0.14,0.45,0,0.15,4.1,143,6.8,1000,122,30,310,1.5,2,2
1021,"Cerdo, solomillo, crudo",,1.000000,0,545.7,5.1,21,74.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36703,0.441846,2.05142,NA,72,TR,TR,0.1,4,4.3,0.26,1,0.7,0.45,0,8,1.2,420,25,53,230,2.4,14,1.6
1022,"Anís, seco",,1.000000,37.5,1104.5,TR,0,61.4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,TR
1024,"Corazón, de vaca/buey, crudo",,1.000000,0,435.312,3.95437,17,76.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.54,1.6,NA,140,0,1,0.52,3,7.3,0.96,0.44,13,0.3,6,6,4.8,263,23,92,210,7,33.3,2
1026,Cereales desayuno base de arroz y miel,,1.000000,0,1602.7,1,5.1,5.9,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.38,0.27,NA,0,566,4.25,0.5,200,15.3,1.6,1.2,0.85,1.7,51,267,10,140,27.5,0.4,95,5,25.6,0.85
1027,Néctar de ciruela,,1.000000,0,62.9,TR,0.3,95.3,3.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,10.24,0,0.29,1.23,TR,0.02,0.03,0,0.02,1.26,5.73,0.16,77.81,3.28,18,7.78,0,TR,0
1028,"Cereales desayuno base de arroz, trigo y fruta",,1.000000,0,1482.2,2.2,5.8,9.6,76.6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,1.4,NA,0,7.4,7.5,11.4,300,27,2.4,2.1,1.5,3,90,21,8.6,313.6,56,800,145,4,20.6,1.4
1029,"Ternera, solomillo, sin grasa, crudo",,1.000000,0,456.573,3.06333,20.19,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30915,0.332768,1.27743,NA,73.5,TR,TR,0.075,11.1,6.8,0.25,0.1,1.6,0.445,0,12.6,1.7,328,22.3,92,210,4.9,8.7,3.1
1030,"Ternera, costilla, cruda",,1.000000,0,584.596,6.6107,20,72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0.8,2.6,NA,76,TR,TR,0.08,9,6.7,0.26,0.11,1.4,0.43,0,12,2,350,20,90,204,10,7,2.1
1031,Cereales desayuno base de maíz y miel,,1.000000,0,1642.5,3.5,6,4.5,83,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,0.7,NA,0,4.7,4.2,0.3,167,15,1.3,1.2,0.8,1.7,0.1,453,7.9,79,17.4,500,51.3,3.3,4.9,0.4
1032,Cereales desayuno base de maíz y trigo,,1.000000,0,1586.6,3,6,6.8,80.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,1.8,NA,0,0,0,17,340,31,2.7,2.4,1.7,3.4,102,500,24,0,50,600,170,0,0,0
1034,Cereales desayuno base de trigo azucarado,,1.000000,0,1602.5,1.5,7,4,84,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,0.4,NA,0,10.7,4.2,0.1,167,15,1.3,1.2,0.8,1.7,0,267,7.9,72.2,10.4,10,26,9.5,2.1,2.77
1035,Cereales desayuno base de trigo y arroz,,1.000000,0,1584,1,16,5.5,75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,0.3,NA,0,0,8.3,0.3,333,30,2.7,2.3,1.7,3.3,100,15.7,2.2,180.2,57.9,792.9,159.5,4.7,9.2,1.7
1036,Cereales desayuno base de trigo y frutas,,1.000000,0,1528,5,8,16,71,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,2.5,NA,0,6,0.1,0.3,250,11.3,1,0.9,0.65,1.3,2.5,26.8,8.8,181.1,60,600,104,6.1,9.6,1.1
1038,Cereales desayuno base de trigo y miel,,1.000000,0,1652.1,1.6,5.7,3.2,88,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.44,0.34,NA,0,0.3,4.25,0.5,200,15.3,1.6,1.2,0.85,1.7,51,12.4,10,184,26.4,0.1,84.5,8.5,5.9,0.7
1039,"Cereales desayuno base de trigo, avena, maiz y miel",,1.000000,0,1660.3,4.9,8,5.1,79,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,1,NA,0,0.3,3.5,0,170,15.3,1.4,1.2,0.85,1.7,51,18,11.9,241,78,0.7,230,8.5,5.9,1.9
1040,"Cereales desayuno base de trigo, avena, maíz, miel y nueces",,1.000000,0,1635.8,2.4,11,2.2,80,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.86,2.4,NA,0,0,0,0.71,60,4.79,0.13,0.1,0,0.6,0,30,13.9,335,110,775,360.7,25.1,5.1,2.8
1042,"Cereales desayuno, maíz azucarado",,1.000000,0,1591,0.5,4.5,5.5,88,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,0.5,NA,0,9.3,4.25,0.1,200,15.3,1.6,1.2,0.85,1.7,51,13.1,10,99.1,16.2,0.5,48.8,4.7,4.7,0.3
1043,Croissant de chocolate,,1.000000,0,2002.3,15.2,5.6,0,79.1,3,NA,NA,0.107,0.158,5.488,0.68,3.894,1.482,0.018,NA,5.8,1.3,6.6,0.078,130,0.13,3,3.5,4,0.9,0.03,0.11,0,0.07,0,82,4,170,16,110,87,7.7,5.2,2
1044,"Donut, de chocolate",,1.000000,0,1892,25.25,4.93,16.76,51.33,1.9,0,0,3.71,1.358,3.675,3.792,8.352,1.794,0.166,0,8.618,1.96,13.47,0.2576,19,4,0,2.02,65,1.59,0.125,0.163,0.1,0.024,1.3,97.5,4,103.4,19.3,440.6,107.3,6.3,6.8,3.3
1045,"Guisante, congelado, hervido",,1.000000,0,252.5,0.9,6,78.3,6.89409,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,0.2,NA,0,67.5,0,0.18,47,1.6,0.09,0.26,0,0.09,14.86,35,1.6,150,21,2,99,1.6,0.88,0.7
1046,"Galleta ,tipo ""digestiva"", con chocolate",,1.000000,0,2137.8,24.1,6.8,0,66.5,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,1.8,12.2,NA,51,TR,TR,1.1,8.6,2.7,0.11,0.08,TR,0.08,0,84,2.1,210,41,450,130,7.4,4.3,1
1047,"Sesos, de ternera, crudos",,1.000000,0,495,8.6,10.4,79,0,0,0.36,0.031,0.003,0.015,0.86,1.117,1.118,0.036,0.048,0.425,1.7,1,2,0.0288,2100,0,0,1.2,6,4,0.26,0.16,10,0.16,18,12,2.1,260,14,127,320,NA,10,1.4
1048,"Galleta, barquillo, con jalea de frutas",,1.000000,0,1538.4,5.64854,5.2,11.5,73,2,NA,NA,11.15,4.305,2.281,2.038,0.88,0.284,0.007,NA,2.3,1.3,1.8,0.0318,20,145,0.61,0.45,12,0.09,0.09,0.04,0,0.07,1,23,1.3,97,17,188,84,6.5,3.4,0.23
1049,"Guisante, seco, crudo",,1.000000,0,1404.3,2.3,21.6,3.4,56,16.7,0,0,0,0,0.064,0.007,0.035,0.152,0.035,0,0.66,0.23,0.77,NA,0,42,0,0.3,42,5.2,0.2,0.7,0,0.13,2,72,5.3,900,123,40,330,2,1.6,3.5
1050,"Galleta, cubierta de chocolate",,1.000000,0,2263.9,27.6,5.7,0,67.4,2.9,NA,NA,0.955,0.482,4.747,3.899,5.759,1.536,0.111,NA,8,1.1,16.7,0.068,22,TR,0,1.43,6,1.7,0.13,0.03,0,0.04,0,110,1.7,230,42,160,130,20.1,5.7,0.8
1051,"Galletas, con chocolate, tipo ""cookies""",,1.000000,0,2046.54,22.92,6.2,5.7,64.3,1.8,NA,NA,2.587,1.346,7.621,4.496,10.981,2.908,0.095,NA,8.9542,6.0046,6.9527,0.805,88,245.833,2.2,2.32,5,0.8,0.08,0.12,0,0.07,0,78,1.3,92,12,220,82,29.1,2.8,0.7
1052,"Galletas, de mantequilla",,1.000000,0,2015,20,7,2,68,1.6,NA,NA,0.81,1.826,10.917,3.254,7.515,1.441,0.103,NA,6.1,1,11.2,0.382,107,190.667,0.5,1.3,13,0.9,0.04,0.16,TR,0.05,0,60,1.8,130,17,410,85,8.5,5.6,0.9
