f_id,f_ori_name,sci_name,edible_portion,alcohol (etanol),"energía, total","grasa, total (lipidos totales)","proteina, total",agua (humedad),carbohidratos,"fibra, dietetica total",ácido graso 22:6 n-3 (ácido docosahexaenóico),ácido graso 20:5 (ácido eicosapentaenóico),ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,"ácidos grasos, trans totales",colesterol,Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc)
1053,"Hígado, de vaca/buey, crudo",,1.000000,0,566.999,4.02159,21.1,70,3.5,0,0.067,0.014,0.003,0.035,0.942,0.975,0.821,0.507,0.019,0.289,0.64,0.84,1.5,0.2515,300,10250,1.2,0.5,266,12.78,2.9,0.26,81,0.8,25,7,7.2,325,17,96,358,3,41.3,4
1054,Harina de avena,,1.000000,0,1472.7,6.4,15,10.9,57.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.4,1.1,NA,0,0,0,1.7,3.8,0.1,0.14,0.5,0,0.12,0,52,3.8,350,110,9,380,20,8.6,4.5
1055,"Harina de avena, cocida en agua",,1.000000,0,193.1,0.9,1.4,88.9,8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.36,0.16,NA,0,1.1,0,0.2,5,0.1,0.01,0.05,0,0.01,0,5,0.5,40,15,580,45,8.3,5.6,1.5
1056,Harina de cebada,,1.000000,0,1504.2,1.6,10.5,3.3,74.5,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.77,0.34,NA,0,0,0,0.2,8,6.27,0.11,0.37,0,0.4,0,32,2.68,309,96,4,296,5,8.6,2
1057,"Néctar de frutas exóticas, envasado",,1.000000,0,231.2,TR,0.4,86.2,13.2,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,16.6667,0,0.3,5,0.25,0.03,0.04,0,0.01,15,15,0.1,120,8,3,10,1,TR,TR
1059,"Pavo, muslo, con piel, crudo",,0.730000,0,630.612,8.35979,18.9,71.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.3,2.6,NA,72,TR,TR,TR,10,2.9,0.2,0.07,0.38,0.32,0,13,1.5,201,27,71,211,2,26.5,1.6
1060,"Masa de hojaldre, cruda",,1.000000,0,1706.95,29.35,4.85,30.35,31.6796,1.5,0,0,0.055,0.226,8.657,1.764,5.045,3.046,0.014,0,12.0662,5.36274,10.6297,2.998,41,145.833,1.3,1.47,12.5,0.9,0.01,0.14,0,0.06,1,66.5,1,66.5,15.5,340,57,17.2,24.2,0.35
1061,"Néctar de mango, envasado",,1.000000,0,236.3,TR,0.2,85.4,13.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,14.5,0,0.3,5,0.25,0.01,TR,0,0.01,13,2,0.2,21,6,4,4,0.8,0.3,TR
1062,"Napolitana, rellena con crema de cacao",,1.000000,0,1951,27,7,17,49,7.2,NA,NA,0.002,0.014,1.209,0.894,4.218,9.35,0.027,TR,4.77,9.04,2.3,0.1462,50,2.96,1.23,5.51,63.4,1.5,0.1,TR,3.23,0.05,0,79.4,3.9,0,19.8,498,118,7.5,3,2.3
1063,"Riñón, de cordero, crudo",,1.000000,0,396.55,2.99866,16.8,78.2,0,0,0.011,0.008,0.003,0.046,1.194,0.815,1.113,0.683,0.032,0.248,0.66,0.58,1,0.0214,375,133,TR,0.43,30,7.51,2.1,0.5,54,0.26,8,12,7.4,255,16,180,255,6,93,2.4
1064,"Pan blanco, de barra, sin sal",,1.000000,0,1094.82,1.14925,8,32,53.9,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.4,0.23,NA,0,0,0,0.18,23,1,0.05,0.09,0,0.12,0,20,1.7,100,26,2,90,7.3,5.6,0.6
1065,"Lenteja, seca, cruda",,1.000000,0,1292.26,1.17286,24.7674,8.845,48.6954,9.6975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216734,0.549431,0.172121,NA,0,13.3333,0,0.9,117.1,3,0.39,0.62,0,0.65,1.7,57.291,6.87368,463.05,74.3168,226.78,256.04,1.6,9.9,3.9
1066,"Pan blanco, tipo ""baguette""",,1.000000,0,1128.82,1.14925,8,29,55.9,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.4,0.23,NA,0,0,0,0.18,23,1,0.05,0.09,0,0.12,0,23,1.5,120,26,650,90,7.3,5.6,0.6
1067,Pan de avena,,1.000000,0,1130.1,4.4,8.4,34.7,48.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.7,0.7,NA,0,2,0,0.61,62,3.14,0.24,0.4,0.03,0.07,0,43,3.15,165,68,23.4,147,12.2,24.6,1.02
1068,Zumo de piña y uva,,1.000000,0,231.2,TR,0.6,86.4,13,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.028,0.005,NA,0,1.03,0,0.04,1.04,0.2,TR,0.05,0.51,0.04,2.7,15.4,0.19,117.2,12.3,7.3,25.6,TR,0.1,0.2
1069,"Riñón, de ternera, crudo",,1.000000,0,445.587,4.32396,16.8,77,0,0,0.011,0.008,0.003,0.046,1.194,0.815,1.113,0.683,0.032,0.248,0.96,0.87,1.4,0.0214,375,140,1,0.2,55,7,2.2,0.34,25,0.48,12,10,8.6,260,16,184,260,6,93,1.9
1070,Pan de cebada,,1.000000,0,827.8,1.1,6.4,52.6,39.9,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.7,0.5,NA,2,3.8,0.3,0.8,47.3,5.2,0.06,0.15,0.1,0.1,0.2,3.7,0.3,61.2,9.7,1.5,93.2,21.4,7.3,2.4
1071,Pan de maíz,,1.000000,0,1310.1,10,7.2,32.3,48.1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.2,1.76,NA,61,44,0,0.85,55,1.5,0.27,0.24,0.16,0.1,0.8,73,1.9,128,20,778,376,80,9.9,0.63
1072,"Pasta alimenticia, con huevo, hervida",,1.000000,0,524.424,1.49254,4.7,70,22.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.2,0.3,NA,8,4,0.7,0.05,7,0.4,0.02,0.03,0.09,0.04,0,10,0.4,23,12,2,45,2.9,1.9,0.3
1073,"Pasta alimenticia, con vegetales, cruda",,1.000000,0,1417,2,12,13,67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,0.5,NA,0,8,0,0.1,17,10.1,0.53,1,0,0.13,0,34,4.3,285,46,0.01,116,10,62.2,0.76
1074,"Pasta alimenticia, integral, cruda",,1.000000,0,1445.7,2.5,13.4,0,66.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1.1,0.4,NA,0,0,0,0.25,0,6.2,0.14,0.49,0,0.22,0,40,3.63,215,143,8,258,1.9,73,2.37
1075,"Sesos, de cerdo, crudos",,1.000000,0,513.2,9,10.6,78,0,0,0.36,0.031,0.003,0.015,0.86,1.117,1.118,0.036,0.048,0.425,1.6,1.4,2,0.0288,2000,0,0.01,1.2,6,4.3,0.28,0.16,2.9,0.2,17,10,3.6,312,20,153,400,NA,15.9,1.4
1076,"Pasta alimenticia, integral, hervida",,1.000000,0,507.6,0.9,4.7,63.7,23.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.4,0.1,NA,0,0,0,0.01,5,1.3,0.04,0.11,0,0.08,0,15,1.06,44,30,3,89,1.9,25.9,0.81
1077,"Pasta alimenticia, rellena con carne, hervida",,1.000000,0,420.423,3.3682,4.7,77.2,12.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.32,1.3,NA,23,25,0.1,0.3,10,1.6,0.06,0.12,TR,0.2,0,20,1.3,163,18,444,70,10,20,0.5
1078,Pastel de manzana,,1.000000,0,1597.7,15.2,3.5,22.2,57.4,2.1,0,0,0.021,0.126,2.062,1.534,4.109,2.066,0.123,0,4.2,0.6,8.9,2.855,60,37,0.34,0.52,7,0.9,0.03,0.1,0,0.07,7,82,4,117,35,626,87,5,1,2
1079,"Zumo de pomelo, envasado",,1.000000,0,158.1,TR,0.5,89,8.8,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0.666667,0,0.08,7,0.23,0.02,0.04,0,0.02,29,9,0.2,150,10,2,15,1,1,TR
1080,"Sesos, de cordero, crudos",,1.000000,0,565.9,10.7,10,78,0,0,0.36,0.031,0.003,0.015,0.86,1.117,1.118,0.036,0.048,0.425,2.1,1.3,2.4,0.0288,2100,0,0,1.2,6,2.1,0.25,0.2,8,0.1,18,10,2.1,240,17,125,320,NA,9,1.4
1081,Zumo de mango,,1.000000,0,175.7,0.2,0.1,89.9,9.8,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,35,0,1.05,1.1,0.5,0.01,0.01,0,0.01,25,2,1.5,18,3.5,9,22,0.8,0.3,TR
1083,"Quinoa, cruda",,1.000000,0,1276.47,5.55555,13.8,11.5,49.195,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2.1,0.5,NA,0,0,0,0.45,30,2.9,0.4,0.2,0,0.2,0,79,7.8,780,210,61,230,NA,8.5,3.3
1084,"Sémola de trigo, cruda",,1.000000,0,1456.84,1.23881,12.6,11,70.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.54,0.16,NA,0,0,0,TR,23,2.7,0.07,0.2,0,0.13,0,20,1.1,193,40,3,143,5,7.7,3.4
1085,"Sémola de trigo, hervida",,1.000000,0,228.4,0.2,2,86.8,11,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.085,TR,NA,0,0,0,TR,9,0.42,0.011,0.03,0,0.02,0,3.14,0.17,30,6.3,3,22.5,5,7.7,0.5
1086,Sobao,,1.000000,0,1826.6,25.2,5.9,22.2,46.7,3.6,NA,NA,0.626,0.585,4.916,0.883,4.798,3.149,0.027,0.002,8.5,2,7.6,0.153,225,46.5,0.42,2.5,39.1,0.9,0.15,0.16,0.7,0.07,0,93.1,3.6,104,16.7,226,117,15,9.1,0.4
1088,"Trigo, entero, crudo",,1.000000,0,1309.9,2,11.7,15,61,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,1.1,0.37,NA,0,0,0,1.4,49,8.2,0.14,0.48,0,0.45,0,43.7,3.3,421,147,7.8,344.42,0.6,9.5,4.1
1089,"Zumo de lima, envasado",,1.000000,0,64.125,0.125,0.3,92.5,3.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,1.66667,0,0.17,8,0.16,TR,0.03,0,0.03,6,12,0.2,75,7,2,10,1.5,0.1,TR
1090,Zumo de grosella roja,,1.000000,0,231.2,TR,0.4,86.4,13.2,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,5,0,TR,TR,0.6,0,0,0,TR,6,7,0.34,110,14,TR,7.1,1,0.1,0.2
1091,Zumo de grosella negra,,1.000000,0,142.8,TR,0.8,87.4,7.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0,0,0.54,4,0.03,0.03,0.01,0,0.11,37,26,5.2,190,13,TR,29,1,0.1,0.1
1092,Vodka,,1.000000,33.5,971.5,TR,0,66.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0,0,0,0,0,0,0,0,0,0,TR,TR,1,0,1,5,0,0,0
1094,"Té, infusión, con leche",,1.000000,0,158.069,2.36538,1.7,94,2.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6235,0.0656,1.2032,NA,7,15.8333,0.01,0.04,1,0.1,0.08,0.02,0.1,0.01,0.5,55,0.05,90,1.5,23,40,1,TR,0.18
1095,"Vermut, s/e",,1.000000,12.1,582.1,TR,0.1,74,13.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,TR,0,0,TR,TR,TR,TR,0,TR,0,8,0.5,42,5,23,7,0,TR,TR
1096,Ron,,1.000000,33.4,968.6,TR,0,66.5,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,TR,1,5,0,0,0
1097,"Refresco, sabor naranja, sin gas",,1.000000,0,160.905,TR,0.1,89.1,9.365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,2.5,0,0.04,4,TR,TR,0.02,0,TR,6,13,0.1,40,4,1,4,0,0,TR
1098,"Refresco, sabor limón, con gas",,1.000000,0,192.714,TR,TR,88.664,11.3361,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,TR,0,TR,TR,TR,0.02,TR,0,TR,TR,3.3587,0.04,4.37308,5.64312,4.24184,0.5,0,0,TR
1099,Néctar de pomelo,,1.000000,0,61.2,TR,0.2,96.2,3.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.021,0.012,NA,0,2.09,0,0.02,0.99,0.02,0,0,0,0,3.29,0.82,0.03,15.54,8,0.16,1.14,1,0.1,0.01
1100,Néctar de piña,,1.000000,0,93.5,TR,0.2,96.2,5.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.028,0.009,NA,0,2.77,0,0.02,2.34,0.06,0,0.02,0,0.02,4.31,2.56,0.11,53.23,13,0.64,2.34,6,0.1,0.03
1101,"Néctar de pera, envasado",,1.000000,0,270.3,TR,0.2,82.3,15.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0.833333,0,0.01,1,0.1,0.02,0.01,0,0.01,2,5,0.1,75,4,3,6,1,1,TR
1102,"Galleta, tipo ""Digestiva""",,1.000000,0,1951.75,20.8159,6.3,2.5,63.2039,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,1.7,8.6,NA,41,0,0,3.2,13,2.4,0.11,0.14,0.09,0.09,0,92,3.2,170,23,600,88,11.3,5,0.5
1103,"Néctar de naranja, envasado",,1.000000,0,176.8,TR,0.3,88.5,10.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,7,0,0.1,12,0.14,0.01,0.04,0,0.02,23,6,0.1,114,7,1,10,1,TR,TR
1104,Néctar de melocotón,,1.000000,0,71.4,TR,0.2,95.3,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,43.88,0,0.21,1.25,0.42,0.02,0.01,0,0.01,3.36,3.34,0.17,108.52,3.76,20,9.18,0,0.3,0.03
1105,"Néctar de maracuyá, envasado",,1.000000,0,221,TR,0.2,85,12.8,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,33.3333,0,0.3,5,0.4,0.03,TR,0,0.01,5,2,0.1,70,4,2,5,0,0.2,TR
1106,"Néctar de albaricoque, envasado",,1.000000,0,241.4,TR,0.4,84,13.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,100,0,0.2,2,0.2,0.02,0.01,0,0.03,3,7,0.4,120,5,2,6,1,1,0.04
1107,Coñac,,1.000000,33.5,971.5,TR,0,66.5,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
1108,"Cerveza, oscura, 8°- 9°",,1.000000,6.15,277.921,TR,0.6,88.5,5.25714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,TR,0,0,9.5,0.815,0.055,TR,0.28,0.05,0,11,0.05,92,16.5,11.5,33.5,8,1.2,0.01
1109,"Café, en polvo, sin reconstituir",,1.000000,0,461.6,0.3,18.5,3.1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.12,0.12,NA,0,0,0,0,3,28.2,0.09,TR,0,0.03,0,150,4.4,3750,320,39,303,0.5,12.6,1.1
1110,Soda,,1.000000,0,0,TR,0,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,0.01,2,2,21,0,TR,0,0.1
1111,Germen de trigo,,1.000000,0,1402.21,11.1111,25,11.5,33.3,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,5.3,1.5,NA,0,0,0,21,350,9.8,0.6,2,0,2.2,0,55,7.6,871,250,9,971,5,3,17
1112,Harina de centeno,,1.000000,0,1496.3,1.8,8.2,2.4,75.9,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.77,0.2,NA,0,0,0,1.6,70,2.6,0.22,0.4,0,0.35,0,32,2.7,410,92,1,360,10,35.7,3
1113,"Harina de trigo, integral",,1.000000,0,1340.38,2.18056,11.5,13,62.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,0.32,NA,0,0,0,1.5,36,5.5,0.13,0.4,0,0.4,0,37,3.5,350,120,4,330,0,53,2.9
1114,"Maíz, en mazorca, crudo",,0.830000,0,1632.04,0.92,8.4,0,85.6,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.42,0.13,NA,0,25,0,0.4,30,1.6,0.08,0.13,0,0.2,6,15,0.7,330,30,6,256,2,0.8,0.3
1115,Pastel con fruta confitada,,1.000000,0,1536.7,13,5.1,21.6,57,1,0.001,0,0,0.02,0.743,0.267,4.1,2.959,0.336,0.003,3.8,0.64,8,2.855,113,135,0.45,0.43,8,0.86,0.1,0.1,1,0.12,TR,32,1.5,227,16,215,102,12.1,2,0.5
1116,Pastel de chocolate,,1.000000,0,1832.11,27.9417,5.187,22.979,41.77,1.838,NA,NA,0.146,0.62,7.861,2.021,11.203,2.607,0.272,NA,8.7424,1.0425,16.9274,1.092,147.77,219.732,0.698,0.876,26.38,0.2062,0.1497,0.0453,0.4,0.0596,0,31.604,1.3716,142.4,34.831,40.03,107.171,15.7,8.3,0.4105
1117,"Pasta alimenticia, cruda",,1.000000,0,1471.37,1.44776,12.5,9.5,70.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.63,0.19,NA,0,0,0,TR,28,2.5,0.04,0.15,0,0.08,0,24,1.8,236,55,5,167,10,62.2,1.5
1118,"Pasta alimenticia, con huevo, cruda",,1.000000,0,1560.53,4.1791,13.5,9.7,69.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.38,0.92,NA,30,16.5,0.13,0.15,29,2.2,0.1,0.22,0.2,0.12,0,31,1.9,232,60,23,213,10,20,1.3
1119,"Cereales para el desayuno, ricos en fibra, tipo ""all-bran""",,1.000000,0,1113.1,2.7,14,3,45.6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,1.2,0.46,NA,0,0,2.8,2.2,300,17.6,1.3,1.2,0.8,1.7,53,70,15,1150,340,800,820,18.4,6.9,6.7
1120,"Arroz hinchado, para el desayuno, enriquecido",,1.000000,0,1620.2,0.6,6.3,3,87.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.21,0.14,NA,0,0,2.8,0.6,250,16.8,1.5,1.2,TR,0.94,TR,10,6.5,113,30,600,110,5,15.4,0.9
1121,Tofu,,1.000000,0,496.725,6.625,11.5,77,3.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,3.2,0.8,NA,TR,0.166667,0,1,15,0.1,0.03,0.06,0,0.1,0,200,1.7,180,70,7,190,1,8.4,0.7
1122,"Soja, seca, remojada, hervida",,1.000000,0,570.274,7.25,14,64.3,3.76611,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,3.5,0.9,NA,0,1,0,1.13,54,0.5,0.09,0.12,0,0.23,TR,83,3,510,63,1,250,6.3,17.8,0.9
1123,"Haba, seca",,1.000000,0,1490.3,1.5,26.1,0,58.3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.63,0.25,NA,0,5,0,0.09,423,26,0.26,0.5,0,0.37,1.4,100,5.5,1090,190,11,590,2,8.2,3.1
1124,"Soja, fresca",,1.000000,0,661.3,6.8,13,64.9,11.1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,3.2,0.79,NA,0,18,0,0.1,165,1.65,0.17,0.43,0,0.06,29,197,3.55,620,65,15,194,1,1.5,0.99
1125,Harina de soja,,1.000000,0,1715.35,23.25,37.3,8,13,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,11.3,2.9,NA,0,8.33333,0,2.2,300,3,0.28,0.7,0,0.45,0,205,9,1740,256,5,575,0.8,9,3.9
1126,"Lenteja, en conserva",,1.000000,0,308.33,0.21,6.28,79.37,11.4,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.1,TR,NA,0,0.833333,0,TR,11,0.3,0.055,0.065,0,0.07,TR,18.885,1.575,143.775,15.4,446.41,58.195,1,2.8,1.4
1127,"Sésamo, semilla",,1.000000,0,2343,50,19,5,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,21.9,7,NA,0,6.66667,0,2.3,96,4.5,0.1,0.7,0,0.15,0,150,9,450,350,40,620,0,49,5.3
1128,"Haba, seca, remojada, hervida",,1.000000,0,243.2,0.6,5.8,79.9,7.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.24,0.11,NA,0,31.6667,0,0.5,57,2,0.07,0.05,0,0.07,12,24,1,210,18,4,105,1.1,2.7,1
1129,"Soja, seca, cruda",,1.000000,0,1464.38,18.625,35.9,8.5,9.70344,15.7,0,0,0.017,0.015,1.871,0.8612,3.693,10.015,1.845,0,3.5,9.1,2.3,NA,0,2,0,2.9,370,7.9,0.27,0.61,0,0.38,TR,240,9.7,1730,250,5,660,10,14,4.3
1130,"Yogur, enriquecido, natural, con nata",,1.000000,0,276.6,3.8,3.1,88.2,4.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,TR,2.2,NA,11.2,31.4,0.1,NA,4,1,0.18,0.04,0.4,0.06,1.1,120,TR,140,13.3,54,100,21,3.2,0.5
1131,"Yogur, enriquecido, con frutas",,1.000000,0,508.5,2.9,2.6,73.3,21,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,TR,1.9,NA,11.2,24.6,0.15,0.1,6,1,0.13,0.04,0.2,0.06,1.8,98,0.16,137,11,33,74,21,3.2,0.26
1133,"Yogur líquido, natural, azucarado",,1.000000,0,291.269,1.16402,3,82.2,11.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,TR,0.8,NA,TR,17.4,0.12,TR,5,0.09,0.15,0.03,0.3,0.07,0,94.8,0.042,106.5,8.6,30.7,90,4,1,0.299
1135,"Yogur, desnatado, con cereza y frambuesa",,1.000000,0,168.387,0.1333,3.965,84.4,5.65,1.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,TR,0.063,NA,0.3,4,TR,0,3.97667,0.105,0.176667,0.025,0.253333,0.46,2.5,123.043,0.146667,152.5,19.26,48,96.5,14.4,1,0.313333
1137,"Yogur, desnatado, con frutas del bosque",,1.000000,0,168.387,0.1333,3.965,84.8,5.65,1.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,TR,0.063,NA,0.3,4,TR,0,3.97667,0.105,0.176667,0.025,0.253333,0.46,2.5,123.043,0.146667,152.5,12.96,48,96.5,14.4,NA,0.31333
1140,"Yogur, desnatado, con frutas tropicales",,1.000000,0,168.387,0.1333,3.965,84.8,5.65,1.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,TR,0.063,NA,0.3,4,TR,0,3.97667,0.105,0.176667,0.025,0.253333,0.46,2.5,123.043,0.146667,152.5,12.96,48,96.5,14.4,NA,0.313333
1141,"Yogur, desnatado, con manzana",,1.000000,0,168.387,0.1333,3.965,84.4,5.65,1.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,TR,0.063,NA,0.3,13.35,TR,0,3.97667,0.105,0.176667,0.025,0.253333,0.46,2.5,123.043,0.146667,152.5,12.96,48,96.5,14.4,NA,0.313333
1143,"Yogur, enriquecido, natural",,1.000000,0,265,3.9,3.2,89,3.9,0,NA,NA,0.169,0.517,1.344,0.386,0.797,0.022,0.018,NA,0.7,TR,2.2,NA,11.2,32.1,0.2,TR,5,1,0.16,0.04,0.3,0.08,1.1,131,0.1,158,12,43,95,21,3.2,0.32
1144,"Yogur, desnatado, con melocotón y maracuyá",,1.000000,0,168.387,0.1333,3.965,84.8,5.65,1.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,TR,0.063,NA,0.3,13.35,TR,0,3.97667,0.105,0.176667,0.025,0.253333,0.46,2.5,123.043,0.146667,152.5,12.96,48,96.5,14.4,NA,0.313333
1145,"Yogur, enriquecido, natural, azucarado",,1.000000,0,415.4,3.6,3.1,79.8,13.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,TR,1.9,NA,11.2,28.8,1.17,0.1,5,1,0.16,0.04,0.3,0.08,1.1,122,0.1,155,13,43,92,21,3.2,0.33
1149,"Yogur, desnatado, con piña y pomelo",,1.000000,0,168.387,0.1333,3.965,84.8,5.65,1.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,TR,0.063,NA,0.3,4,TR,0,3.97667,0.105,0.176667,0.025,0.253333,0.46,2.5,112,0.146667,152.5,12.96,48,96.5,14.4,NA,0.313333
1150,"Yogur, enriquecido, sabor, s/e",,1.000000,0,825.1,3.6,3.7,55.7,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.07,2.3,NA,20,28.8,0.17,TR,5,1,0.16,0.04,0.3,0.08,1.1,122,0.1,154,13,43,92,21,3.2,0.32
1155,"Yogur, líquido, desnatado, natural",,1.000000,0,271.2,0.3,3,84.4,12.3,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0.8,0.7,0.8,TR,3.9,0.7,0.15,0.03,0.3,0.25,1.7,100,TR,129.1,9.8,35.2,71.2,12.6,2.2,0.3
1158,"Yogur, desnatado, sabor vainilla",,1.000000,0,447.4,1.8,5.3,75.8,17.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,TR,0.73,NA,5.9,0.8,0,0.01,10.88,0.9,0.23,0.05,0.26,0.05,1.2,121.9,0.054,146.6,10.9,44.4,132.2,16,2.8,0.384
